Development Name,Borough,Account Name,Location,Meter AMR,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (Therms),ES Commodity,Underlying Utility
830 AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,150,258,M015000,FEDERAL,NY005010820P,EAST COAST POWER & GAS,8710977,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,602.34,,Yes,1986,BROKERED GAS,ConEd
830 AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,150,258,M015000,FEDERAL,NY005010820P,EAST COAST POWER & GAS,8825140,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,225.35,,Yes,743,BROKERED GAS,ConEd
830 AMSTERDAM AVENUE,MANHATTAN,AMSTERDAM AVENUE,,Not Applicable,150,258,M015000,FEDERAL,NY005010820P,EAST COAST POWER & GAS,8926424,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,224.44,,Yes,740,BROKERED GAS,ConEd
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 01,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664844,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,6130483,N,91.69,T1A TRAN RES N-Ht,Yes,91.31,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 01,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664844,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,6137045,N,130.23,T1A TRAN RES N-Ht,Yes,129.69,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 01,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764424,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,6130483,N,46.75,T1A TRAN RES N-Ht,Yes,44.57,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 01,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764424,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,6137045,N,161.97,T1A TRAN RES N-Ht,Yes,154.43,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 01,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860697,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,6130483,N,152.37,T1A TRAN RES N-Ht,Yes,137.61,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 01,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860697,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,6137045,N,45.83,T1A TRAN RES N-Ht,Yes,41.39,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 02,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664846,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5150216,N,166.18,T1A TRAN RES N-Ht,Yes,144.96,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 02,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664846,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5594530,N,1.19,T1A TRAN RES N-Ht,Yes,1.04,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 02,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764426,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5150216,N,182.28,T1A TRAN RES N-Ht,Yes,163.93,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 02,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764426,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5594530,N,2.31,T1A TRAN RES N-Ht,Yes,2.08,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 02,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860699,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5150216,N,195.83,T1A TRAN RES N-Ht,Yes,177.86,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 02,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860699,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5594530,N,4.56,T1A TRAN RES N-Ht,Yes,4.14,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 03,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664847,2020-02-01T00:00:00.000,1/25/2020,2/25/2020,31,4801324,Y,279.13,T1A TRAN RES N-Ht,Yes,309.71,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 03,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664847,2020-02-01T00:00:00.000,1/25/2020,2/25/2020,31,4801328,N,59.74,T1A TRAN RES N-Ht,Yes,66.29,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 03,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764427,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4801324,Y,277.38,T1A TRAN RES N-Ht,Yes,309.51,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 03,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764427,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4801328,N,65.86,T1A TRAN RES N-Ht,Yes,73.49,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 03,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860700,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4801324,Y,213.62,T1A TRAN RES N-Ht,Yes,229.49,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 03,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860700,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4801328,N,100.08,T1A TRAN RES N-Ht,Yes,107.51,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 04,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664848,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,3212980,N,1.04,T1A TRAN RES N-Ht,Yes,1.04,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 04,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664848,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,4655416,N,223.07,T1A TRAN RES N-Ht,Yes,222.96,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 04,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764428,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,3212980,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 04,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764428,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4655416,N,242.33,T1A TRAN RES N-Ht,Yes,245,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 04,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860701,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,3212980,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 04,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860701,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4655416,N,316.62,T1A TRAN RES N-Ht,Yes,341,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 05,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664849,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,4655644,N,203.65,T1A TRAN RES N-Ht,Yes,234.17,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 05,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664849,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,4655645,N,170.31,T1A TRAN RES N-Ht,Yes,195.83,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 05,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764429,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4655644,N,154.21,T1A TRAN RES N-Ht,Yes,169.72,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 05,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764429,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4655645,N,169.26,T1A TRAN RES N-Ht,Yes,186.28,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 05,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860702,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4655644,N,162.39,T1A TRAN RES N-Ht,Yes,173.78,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 05,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860702,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4655645,N,146.92,T1A TRAN RES N-Ht,Yes,157.22,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 06,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664851,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5575894,N,5.75,T1A TRAN RES N-Ht,Yes,6.22,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 06,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664851,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,55755891,N,280.93,T1A TRAN RES N-Ht,Yes,303.78,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 06,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764431,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5575894,N,6.16,T1A TRAN RES N-Ht,Yes,6.21,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 06,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764431,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,55755891,N,233.98,T1A TRAN RES N-Ht,Yes,235.79,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 06,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860704,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5575894,N,2.12,T1A TRAN RES N-Ht,Yes,2.06,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 06,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860704,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,55755891,N,231.17,T1A TRAN RES N-Ht,Yes,224.94,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 07,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664852,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,993994,N,0.96,T1A TRAN RES N-Ht,Yes,1.04,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 07,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664852,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,4655854,N,284.25,T1A TRAN RES N-Ht,Yes,306.96,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 07,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764432,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,993994,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 07,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764432,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4655854,N,229.18,T1A TRAN RES N-Ht,Yes,227,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 07,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860705,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,993994,N,1.09,T1A TRAN RES N-Ht,Yes,1.03,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 07,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860705,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,4655854,N,218.31,T1A TRAN RES N-Ht,Yes,206.97,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 10,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664858,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,218930,N,43.84,T1A TRAN RES N-Ht,Yes,18,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 10,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664858,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,994074,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 10,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764438,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,218930,N,61.65,T1A TRAN RES N-Ht,Yes,28,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 10,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764438,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,994074,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 10,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860711,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,218930,N,58.94,T1A TRAN RES N-Ht,Yes,26,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 10,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860711,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,994074,N,0,T1A TRAN RES N-Ht,Yes,0,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 08,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664860,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,211536,N,222.04,T1A TRAN RES N-Ht,Yes,221.93,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 08,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664860,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,5106931,N,2.07,T1A TRAN RES N-Ht,Yes,2.07,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 08,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764440,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,211536,N,183.42,T1A TRAN RES N-Ht,Yes,164.96,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 08,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764440,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,5106931,N,1.16,T1A TRAN RES N-Ht,Yes,1.04,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 08,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860713,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,211536,N,195.57,T1A TRAN RES N-Ht,Yes,175.96,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 08,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860713,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,5106931,N,1.16,T1A TRAN RES N-Ht,Yes,1.04,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 09,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664861,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,471384,N,171.21,T1A TRAN RES N-Ht,Yes,196.02,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 09,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8664861,2020-02-01T00:00:00.000,1/27/2020,2/25/2020,29,471390,N,194.75,T1A TRAN RES N-Ht,Yes,222.98,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 09,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764441,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,471384,N,115.11,T1A TRAN RES N-Ht,Yes,120.3,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 09,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8764441,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,471390,N,152.82,T1A TRAN RES N-Ht,Yes,159.7,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 09,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860714,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,471384,N,116.44,T1A TRAN RES N-Ht,Yes,119.85,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,BLD 09,AMR,210,325,K021000,FEDERAL,NY005012100P,National Grid NYC,8860714,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,471390,N,155.6,T1A TRAN RES N-Ht,Yes,160.15,UTILITY GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8704803,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,248910020,N,81.65,,Yes,251,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8825302,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,248910020,N,58.23,,Yes,179,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8926589,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,248910020,N,43.26,,Yes,133,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8704804,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,248910141,N,74.82,,Yes,230,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8825303,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,248910141,N,59.2,,Yes,182,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8926590,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,248910141,N,42.94,,Yes,132,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8589467,2020-01-01T00:00:00.000,1/17/2020,2/15/2020,29,248910320,N,70.92,,Yes,218,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8704805,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,248910320,N,70.92,,Yes,218,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8925699,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,248910320,N,109.63,,Yes,337,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8704806,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,248910420,N,46.52,,Yes,143,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8825304,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,248910420,N,110.93,,Yes,341,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8926591,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,248910420,N,61.16,,Yes,188,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8704651,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,248910520,N,120.69,,Yes,371,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8825305,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,248910520,N,107.67,,Yes,331,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8926592,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,248910520,N,76.12,,Yes,234,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8589468,2020-01-01T00:00:00.000,1/17/2020,2/15/2020,29,248910620,N,81.98,,Yes,252,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8704652,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,248910620,N,81.98,,Yes,252,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8925700,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,248910620,N,73.84,,Yes,227,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8926593,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,248910620,N,50.75,,Yes,156,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8704807,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,248910820,N,86.2,,Yes,265,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8925701,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,248910820,N,67.66,,Yes,208,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8926594,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,248910820,N,46.19,,Yes,142,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8704654,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,248911540,N,10.08,,Yes,31,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8825309,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,248911540,N,8.46,,Yes,26,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8926598,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,248911540,N,2.6,,Yes,8,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8589469,2020-01-01T00:00:00.000,1/17/2020,2/15/2020,29,248911720,N,85.23,,Yes,262,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8704810,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,248911720,N,85.23,,Yes,262,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8825310,2020-04-01T00:00:00.000,3/26/2020,4/27/2020,32,248911720,N,57.58,,Yes,177,BROKERED GAS,NatGrid NYC
ARMSTRONG I,BROOKLYN,ARMSTRONG I,,Not Applicable,210,325,K021000,FEDERAL,NY005012100P,EAST COAST POWER & GAS,8926599,2020-05-01T00:00:00.000,4/27/2020,5/26/2020,29,248911720,N,59.2,,Yes,182,BROKERED GAS,NatGrid NYC
